15
15
ROW 1
6 "58 58 61 61 61 58 58 58 58 58 58 58 44 44 44 44 58 58 58 61 61 61 61 58 58 58 60 58 58 44 60 44 44 58 58 58 61 61 61 61 58 58 58 61 61 58 60 44 44 58 58 58 60 58 61 61 61 58 61 61 61 61 44 44 44 58 58 58 58 58 58 61 61 61 61 11 61 61 44 44 44 60 58 58 58 58 61 61 61 11 11 11 11 61 61 60 44 44 44 58 58 61 61 11 11 11 61 61 11 61 61 60 44 44 60 44 60 61 61 11 11 61 61 11 11 61 61 44 44 44 44 44 60 61 61 11 11 11 11 11 61 61 61 44 44 60 44 44 44 44 61 61 11 11 61 61 61 61 60 44 44 44 60 44 44 44 60 61 61 61 60 44 44 60 44 44 44 44 44 44 44 60 60 60 44 44 44 44 44 44 44 44 "
7 "44 44 58 58 58 44 44 22 22 22 22 22 22 22 22 22 44 44 58 58 58 44 44 22 22 22 22 22 22 22 22 22 44 44 58 58 58 58 44 22 22 22 22 22 22 22 22 22 44 58 44 58 58 58 44 22 22 22 22 22 22 22 22 22 44 58 58 58 58 44 44 22 22 22 22 22 22 22 22 22 44 58 58 58 58 58 44 22 22 22 22 22 22 22 22 22 44 58 58 44 58 58 44 22 22 22 22 22 22 22 22 22 44 44 58 58 58 58 44 44 22 22 22 22 22 22 22 22 44 44 44 58 58 58 58 44 44 22 39 22 22 22 22 22 44 44 44 44 58 58 58 58 58 58 58 58 44 22 22 22 44 44 44 44 44 44 58 58 58 58 58 44 44 44 44 22 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 "
8 "22 22 22 63 22 22 22 22 22 63 22 22 22 22 22 22 22 22 22 63 22 22 22 22 22 63 22 22 22 22 22 22 22 22 22 63 22 22 22 62 62 62 62 62 22 22 22 22 22 22 62 62 62 22 22 22 62 62 62 62 62 22 22 22 22 62 62 62 62 62 22 22 62 62 62 62 62 62 22 22 22 62 62 62 62 62 22 22 22 62 62 62 62 62 22 22 22 62 62 62 62 62 22 22 62 62 62 62 62 62 22 22 22 22 62 62 62 62 62 62 62 62 62 62 62 22 22 22 22 22 22 62 62 62 62 62 62 62 62 62 22 22 22 22 22 22 22 62 62 62 62 62 62 62 62 22 22 22 22 22 22 22 22 22 22 62 62 62 62 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 "
9 "22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 62 62 22 22 22 22 22 22 39 22 22 22 22 22 62 62 62 62 62 62 22 22 62 62 62 62 22 22 22 22 62 62 62 62 62 62 22 62 62 62 62 62 62 22 22 62 62 62 62 62 62 62 22 22 62 62 62 62 62 22 62 62 62 62 62 62 62 62 22 22 22 62 62 62 62 62 62 62 62 62 62 62 62 22 22 22 22 22 62 62 62 62 62 62 62 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 "
10"22 22 22 63 22 90 90 22 22 22 22 90 90 22 22 22 22 22 22 63 22 90 90 22 22 22 22 90 90 22 22 22 22 22 62 62 46 91 91 46 22 62 46 91 91 46 22 22 22 62 62 62 46 46 46 46 62 62 46 46 46 46 62 22 22 62 62 62 46 46 46 62 62 62 46 47 47 47 62 62 62 62 62 62 46 46 46 62 62 62 47 47 47 47 62 62 62 62 62 47 47 47 47 62 62 62 47 47 47 62 62 62 62 62 62 47 47 47 47 62 62 62 47 46 46 46 62 62 62 22 62 46 47 47 62 62 62 62 62 46 46 46 62 22 22 22 22 46 46 46 22 62 62 62 62 62 46 46 22 22 22 22 46 46 46 22 22 22 62 62 62 22 90 90 22 22 22 22 90 90 22 22 22 22 22 22 22 22 90 90 22 22 "
11"22 22 22 22 22 22 63 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 63 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 62 62 62 22 22 22 22 22 22 22 22 22 22 22 22 62 62 62 62 62 22 22 22 22 22 22 62 22 22 22 62 62 62 62 62 62 22 22 22 62 62 22 62 62 22 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 22 62 62 62 62 62 62 62 62 62 62 62 62 62 22 22 22 22 62 22 62 62 62 62 62 62 62 62 62 62 22 22 22 22 22 22 22 62 62 62 62 22 22 62 62 62 22 22 22 22 22 22 22 22 22 22 62 22 22 22 62 62 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 "
12"22 22 22 22 22 63 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 63 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 63 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 63 22 22 22 22 22 22 22 22 22 22 22 22 22 62 62 62 62 22 22 22 22 22 39 22 22 22 62 22 62 62 62 62 62 62 22 22 22 62 62 62 22 22 62 62 62 62 62 62 62 62 62 22 22 62 62 62 62 22 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 22 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 22 62 62 62 62 22 22 22 22 62 62 62 62 62 62 22 22 62 62 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 "
13"22 22 22 22 22 22 22 22 22 22 22 63 22 22 22 22 22 22 22 22 22 22 62 62 22 22 62 62 62 22 22 22 22 22 39 22 62 62 62 62 62 62 62 62 22 22 22 22 22 62 62 62 62 62 62 62 62 62 62 22 22 22 22 22 22 22 62 62 62 62 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 39 22 22 22 22 22 22 22 39 22 22 22 22 22 62 62 62 62 22 22 22 22 22 62 62 62 62 62 62 62 62 62 62 62 22 22 22 22 22 22 62 62 62 62 62 62 62 62 62 22 22 22 22 22 22 22 22 22 22 62 62 62 62 62 22 22 22 22 22 22 22 22 22 22 22 22 63 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 63 22 22 22 22 22 22 22 22 "
14"22 22 22 35 22 22 22 22 22 35 22 22 22 35 22 22 22 22 22 35 22 22 22 22 22 35 22 22 22 35 22 22 22 11 11 36 11 22 11 11 11 36 11 22 22 35 22 22 22 11 11 11 11 11 11 11 11 11 11 22 22 35 22 22 22 11 11 11 11 11 11 11 22 22 22 22 22 35 22 22 22 22 11 11 11 11 11 22 22 22 22 22 22 35 22 22 22 22 22 22 35 35 22 22 22 22 22 22 22 35 22 22 22 22 22 22 35 35 22 22 22 11 11 11 11 36 11 11 22 22 22 22 35 35 22 22 11 11 11 11 11 11 11 11 22 22 22 22 35 35 22 22 11 11 11 11 22 22 22 22 22 22 22 22 35 35 22 22 22 35 35 22 22 22 22 22 22 22 22 22 35 35 22 22 22 35 35 22 22 22 22 22 "
15"22 22 22 22 22 35 22 22 22 22 22 22 22 35 22 22 22 22 22 22 22 35 22 22 22 22 22 22 22 35 22 22 22 22 22 11 11 36 11 11 11 22 22 22 22 35 22 22 22 22 11 11 11 11 11 11 11 11 22 22 22 35 22 22 22 22 22 35 22 22 22 22 35 22 22 22 22 35 22 22 22 22 22 35 22 22 22 22 35 22 22 22 22 35 22 22 22 22 11 36 11 22 22 22 35 22 22 11 11 36 11 22 11 11 11 11 11 22 22 22 35 22 11 11 11 11 11 22 11 11 11 11 11 22 22 11 36 11 11 11 11 11 11 22 22 22 11 11 22 22 22 11 11 11 11 11 11 11 22 22 22 22 22 22 22 22 22 22 22 22 22 35 35 22 22 22 22 22 22 22 22 22 22 22 22 22 22 35 35 22 22 22 "
ROW 04
1 "44 44 58 58 58 58 58 58 58 58 58 58 58 58 58 58 44 44 60 58 58 58 58 58 58 58 58 58 44 58 58 58 44 60 58 58 58 58 58 44 60 58 58 58 58 58 58 58 44 44 44 44 58 58 58 58 58 58 58 58 58 58 58 58 44 44 44 44 44 44 58 58 58 58 44 58 58 58 58 58 44 60 44 58 44 44 44 58 58 58 60 60 58 58 44 58 44 44 58 58 58 58 58 58 58 58 58 58 58 58 58 58 44 58 58 58 58 58 44 44 58 58 44 58 58 58 58 58 44 58 58 58 58 58 60 44 58 58 58 58 58 58 58 58 44 44 58 58 58 44 44 44 44 58 58 58 58 60 44 44 44 60 60 44 44 44 44 44 60 44 44 58 44 60 60 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 "
2 "58 58 44 58 58 58 58 58 58 58 58 58 44 44 44 44 58 58 58 58 58 60 44 58 58 58 58 58 58 60 60 44 58 58 58 58 58 60 58 58 58 58 58 58 58 58 60 44 58 58 58 58 58 58 58 58 58 58 60 44 58 58 58 58 58 44 60 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 60 58 58 58 58 44 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 60 58 58 58 58 58 58 58 58 58 58 58 44 58 58 58 58 58 58 58 60 60 58 58 58 58 58 58 58 58 44 44 58 58 58 58 44 60 58 58 44 44 58 58 58 44 60 44 44 58 58 58 58 58 58 58 44 44 44 58 58 44 44 44 60 44 58 58 58 58 60 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 "
3 "44 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 44 44 60 58 58 58 58 58 58 58 58 58 58 58 58 58 44 44 44 44 44 44 58 58 58 58 44 58 58 58 58 58 58 58 44 44 60 44 44 44 60 58 58 58 58 58 58 58 58 58 58 44 44 44 60 44 44 44 44 44 58 58 58 58 58 58 58 58 58 58 58 44 44 44 44 44 60 44 44 44 58 58 58 58 58 58 58 58 60 44 44 44 60 60 44 44 58 58 58 58 58 58 58 58 58 58 44 44 44 44 60 44 44 58 58 58 58 58 58 58 58 58 44 44 44 44 44 44 44 60 58 58 58 58 58 58 58 58 60 44 60 60 44 44 44 44 44 58 58 58 58 58 58 44 44 44 44 44 44 44 44 44 44 44 58 58 58 58 44 44 44 44 44 44 44 44 "
4 "58 58 58 58 58 58 61 61 61 58 58 60 44 44 44 44 58 58 58 58 58 58 61 61 61 58 58 58 58 44 44 44 58 58 58 60 58 58 61 61 61 61 58 58 58 58 61 61 58 58 58 58 58 58 58 61 61 61 61 60 58 61 61 61 58 58 58 58 58 58 58 58 61 61 61 61 61 61 61 61 60 58 58 58 58 58 58 58 58 58 61 61 61 61 61 58 44 58 58 58 60 60 58 58 58 58 58 61 61 58 58 58 60 58 58 58 60 60 58 58 58 58 58 58 58 58 58 58 44 60 58 58 58 60 58 58 44 58 58 58 58 58 58 58 44 44 58 58 58 58 58 58 44 44 60 58 58 58 58 44 44 44 44 44 58 58 60 44 44 44 44 60 60 58 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 "
5 "44 44 60 44 44 44 44 44 22 22 22 22 22 22 22 22 44 60 60 60 44 60 58 44 44 44 22 66 66 66 66 22 61 61 58 58 60 58 61 61 61 61 61 66 11 11 11 11 61 61 61 61 61 61 61 61 61 61 11 11 11 66 66 66 61 61 61 61 61 61 61 61 61 61 66 66 66 66 21 21 58 58 61 61 61 61 58 58 58 58 21 21 21 21 21 21 58 58 58 58 58 58 58 21 58 58 21 21 21 21 21 21 58 58 58 58 58 58 58 58 58 21 21 21 21 21 21 21 58 58 58 58 44 58 58 58 21 21 21 21 21 21 21 22 44 58 58 58 60 60 60 58 58 58 21 21 21 21 22 22 44 44 44 58 44 60 44 44 58 58 58 58 21 22 22 22 44 44 44 44 44 44 44 44 44 44 22 22 22 22 22 22 "
6 "22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 11 11 11 11 11 11 22 22 22 22 22 22 22 22 22 22 66 66 66 22 22 11 11 11 22 22 22 22 22 22 22 21 21 21 21 22 22 22 22 11 11 22 22 22 66 66 66 66 21 21 43 22 22 22 22 22 11 11 11 11 11 11 11 11 21 21 22 22 22 22 22 66 66 66 66 66 66 66 66 66 21 21 21 22 22 21 21 21 21 21 21 21 21 21 43 21 22 21 21 22 21 21 21 21 21 21 43 21 21 21 21 21 22 22 21 21 21 43 21 21 21 21 21 21 21 21 21 21 22 22 21 21 21 21 21 21 21 21 21 21 21 21 21 21 22 22 22 21 21 21 21 21 21 21 21 21 21 21 21 21 "
7 "22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 43 43 43 21 21 21 21 21 43 43 22 22 22 22 22 21 21 21 21 21 21 21 21 21 21 43 43 43 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 66 66 66 67 21 21 21 21 21 21 21 21 21 21 21 21 11 11 11 66 43 21 21 21 21 21 21 21 21 21 21 21 66 66 11 66 21 21 21 21 21 21 21 21 21 21 21 21 21 66 11 66 67 21 21 21 21 21 21 21 21 21 21 21 21 66 11 11 66 67 43 21 21 21 21 21 21 21 21 21 21 68 66 11 11 66 21 21 21 21 21 21 21 21 21 21 21 43 68 66 11 66 21 43 21 21 21 21 21 21 21 21 21 21 21 66 11 66 21 21 21 21 21 21 21 21 21 21 "
8 "22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 49 49 21 53 49 49 49 49 21 21 49 49 49 21 21 51 49 21 21 49 49 21 51 49 21 21 21 21 49 21 21 21 21 21 50 21 21 21 21 49 52 21 50 21 49 21 52 21 21 21 49 21 21 21 21 49 21 49 49 21 49 21 21 21 49 49 21 21 21 21 21 49 21 49 21 21 49 21 21 21 49 21 21 49 49 21 21 49 21 21 21 21 49 21 21 21 21 49 49 21 21 51 21 21 49 21 21 53 49 21 21 50 21 21 49 51 21 21 49 21 21 50 21 49 49 21 49 49 21 21 21 49 21 21 49 21 21 49 21 21 49 21 21 21 21 53 21 21 49 21 49 21 21 49 21 21 49 21 21 21 21 49 21 21 49 21 21 53 21 21 52 21 49 "
9 "22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 49 49 21 21 22 22 22 22 22 22 22 49 49 21 21 49 49 21 21 52 49 22 22 39 22 53 21 49 21 21 53 49 49 21 51 49 49 53 49 21 49 21 21 49 50 21 49 49 49 21 21 21 49 21 21 21 21 21 21 21 49 21 21 49 49 50 21 54 21 49 51 21 49 49 52 21 21 51 21 49 49 49 21 21 21 49 21 51 21 21 21 50 21 21 21 49 49 21 21 52 49 21 21 21 49 50 21 49 21 21 54 49 49 21 49 21 21 49 50 21 49 21 21 53 21 49 21 49 49 21 51 21 49 21 21 21 49 21 49 21 21 49 21 49 49 21 21 21 49 21 21 52 21 21 49 21 52 21 21 49 49 54 21 21 49 49 21 21 49 21 21 21 49 21 49 49 "
10"22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 49 53 21 21 21 49 21 51 21 21 21 49 21 21 21 21 49 21 21 52 21 49 21 21 21 49 21 49 21 21 21 21 49 21 49 21 49 21 21 52 49 53 21 21 21 54 21 21 49 21 21 21 49 21 21 49 21 49 21 21 21 21 21 21 49 49 21 49 21 21 49 21 21 21 21 21 50 21 21 21 49 49 21 49 50 21 49 49 52 21 49 49 21 21 52 21 49 21 21 21 21 21 21 49 21 21 21 51 21 21 21 21 49 21 51 49 49 21 51 21 21 54 21 21 21 54 21 21 49 21 21 21 49 21 21 49 21 21 50 21 21 53 21 21 49 54 21 49 21 50 21 21 49 21 21 21 49 21 21 21 49 49 21 49 21 21 49 21 49 52 21 21 21 21 21 21 "
11"22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 21 21 21 43 43 43 43 43 22 22 22 22 22 22 22 22 21 21 21 21 21 43 43 21 21 21 22 22 22 22 22 22 21 21 21 21 21 21 21 21 21 21 43 43 22 22 22 22 21 21 21 21 21 21 21 21 21 21 21 43 43 22 22 22 21 21 21 21 21 21 21 21 21 21 21 43 43 22 22 22 21 21 21 21 21 21 21 21 21 21 21 21 43 22 22 22 21 21 21 21 21 21 21 21 21 21 21 21 21 22 22 22 21 21 21 21 21 21 21 21 21 21 21 21 43 22 22 22 21 21 21 21 21 21 21 21 21 21 21 21 43 22 22 22 21 21 21 21 21 21 21 21 21 21 21 21 21 22 22 22 21 21 21 21 21 21 21 21 21 21 21 21 21 22 22 22 "
12"22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 39 22 22 22 22 22 22 22 22 22 22 22 22 22 22 62 62 62 62 62 62 22 22 22 22 39 22 62 62 62 22 62 62 62 62 62 22 22 22 62 62 62 62 62 62 62 22 22 62 62 62 22 22 22 22 22 62 62 62 62 62 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 39 22 22 22 22 22 22 39 22 22 22 22 22 22 22 62 62 62 62 22 39 22 62 62 62 22 22 22 22 22 22 22 62 62 62 62 62 62 62 62 62 22 22 22 22 22 22 22 22 62 62 62 62 62 62 62 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 "
13"22 22 22 22 22 22 22 63 22 22 22 22 22 22 22 22 22 22 22 62 62 62 62 62 22 22 22 22 22 39 22 22 62 62 62 62 62 62 62 62 22 22 22 62 62 62 62 22 62 62 62 62 62 22 63 22 22 62 62 62 62 62 62 22 22 22 22 22 22 22 62 62 62 62 62 62 62 62 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 39 22 22 39 22 22 22 22 22 22 39 22 22 22 22 62 62 62 62 62 62 22 22 22 22 62 62 62 62 22 22 22 62 62 62 62 62 22 22 22 22 22 62 62 62 22 22 22 22 22 63 22 22 22 22 22 22 22 22 62 22 22 22 22 22 22 63 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 63 22 22 22 22 22 "
14"22 22 22 22 35 35 22 22 22 35 35 22 22 22 22 22 22 22 11 11 36 36 11 22 22 35 35 22 22 11 11 11 22 22 11 11 11 11 11 22 22 35 35 22 11 11 11 11 22 11 11 11 11 22 22 22 11 36 36 11 11 11 11 11 22 11 11 11 22 22 22 22 11 11 11 11 11 11 22 22 22 22 35 35 22 22 11 11 11 11 11 11 11 22 22 22 22 22 35 35 22 22 11 11 11 11 11 11 11 22 22 22 22 22 35 35 22 22 22 35 22 22 35 35 22 22 22 22 22 22 35 35 22 22 22 35 22 22 35 35 22 22 22 22 22 22 35 35 22 22 22 35 22 22 35 35 22 22 22 22 22 22 35 35 22 22 22 35 22 22 35 35 22 22 22 22 22 22 35 35 22 22 22 35 22 22 35 35 22 22 22 22 "
15"22 22 22 22 22 22 22 22 22 22 22 35 35 22 22 22 11 11 11 11 22 22 22 22 22 22 22 35 35 22 22 22 11 11 11 11 11 11 11 22 22 22 22 35 35 22 22 22 11 11 11 11 11 11 11 11 22 22 22 35 35 22 22 22 22 22 22 22 22 35 35 22 22 22 22 35 35 22 22 22 22 22 22 22 22 35 35 22 22 22 22 35 35 22 22 22 22 22 22 22 11 36 36 11 11 11 11 36 36 11 22 22 22 22 22 22 11 11 11 11 11 11 11 11 11 11 22 22 22 22 22 22 22 11 11 11 11 11 11 11 22 22 22 22 22 22 22 22 22 22 22 35 35 35 35 22 22 22 22 22 22 22 22 22 22 22 22 35 35 35 35 22 22 22 22 22 22 22 22 22 22 22 22 35 35 35 35 22 22 22 22 22 "
ROW 05
1 "01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 43 01 01 01 01 01 01 01 01 43 01 01 01 01 43 43 43 01 01 01 01 01 01 43 43 43 43 01 01 43 21 43 43 01 01 01 43 43 21 00 21 00 00 21 00 43 21 21 43 01 01 43 21 21 00 43 21 21 00 43 21 21 21 21 21 01 01 01 43 43 21 21 00 21 21 00 21 43 21 21 21 01 01 43 01 21 00 21 00 43 43 21 21 21 21 21 43 01 43 01 21 00 21 43 21 21 00 00 00 43 43 43 43 01 01 43 00 21 21 43 01 01 43 01 43 01 43 43 43 01 43 43 00 21 21 43 43 01 01 01 01 01 01 01 43 01 43 43 21 21 21 43 43 01 01 01 01 01 01 01 01 "
2 "01 01 01 43 43 43 43 43 43 43 43 43 43 43 43 43 43 01 43 43 43 43 22 21 22 22 22 43 22 43 43 43 43 43 43 43 43 43 22 22 22 22 22 22 22 43 43 43 43 43 43 43 43 43 43 22 22 22 22 22 43 43 43 43 43 43 21 43 43 43 22 22 22 39 22 22 22 43 43 43 21 21 21 43 43 43 43 43 21 21 21 21 43 43 43 43 21 21 21 21 21 21 43 43 43 21 21 43 43 43 43 43 43 43 21 21 21 21 21 21 21 21 21 43 43 43 43 43 43 43 43 43 21 21 21 21 21 21 43 43 43 43 43 43 43 43 43 43 43 43 43 21 21 43 43 43 43 43 43 01 01 43 43 43 43 43 43 43 43 43 43 43 43 43 01 01 01 01 01 01 43 43 43 43 43 43 43 01 01 01 01 01 "
3 "44 44 44 44 58 58 58 58 44 44 44 44 44 44 01 01 01 44 44 44 44 58 58 58 58 44 44 44 44 01 01 01 01 01 44 44 44 58 58 58 58 44 44 01 01 01 01 01 01 01 01 01 44 58 58 58 44 44 01 01 01 01 01 01 01 01 01 01 01 01 58 58 00 01 01 01 01 01 01 01 01 01 01 01 01 00 00 00 00 00 01 01 01 01 01 01 01 01 01 01 01 00 00 01 00 00 01 01 01 01 01 01 01 01 01 01 01 01 00 00 00 01 01 01 01 01 01 01 01 01 01 01 01 01 01 00 00 01 01 01 01 01 01 01 01 01 01 01 01 01 00 00 00 01 01 01 01 01 01 01 01 01 01 01 01 00 00 00 01 01 01 01 01 01 01 01 01 01 01 01 01 00 00 00 01 01 01 01 01 01 01 01 "
4 "01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 00 00 01 01 01 01 01 01 01 01 01 01 01 01 01 00 00 00 00 01 00 00 00 01 01 00 01 01 01 01 00 01 00 01 00 00 00 00 00 00 00 00 01 01 01 00 00 00 00 00 00 01 00 01 00 00 00 00 01 01 01 00 00 01 00 01 00 01 01 01 01 00 00 01 01 01 01 00 00 00 00 01 01 01 01 01 01 01 01 01 01 01 01 01 00 00 01 01 00 01 01 01 01 01 01 01 01 01 01 01 00 00 00 00 00 00 01 01 01 01 01 01 01 01 01 01 01 00 00 00 00 00 01 01 01 01 01 01 01 01 01 01 01 01 00 00 00 00 00 01 01 01 01 01 01 01 01 01 01 01 01 00 00 00 00 01 01 01 01 01 "
5 "01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 00 00 01 01 01 00 00 00 01 01 01 01 01 01 01 00 00 00 00 00 00 00 00 01 00 00 00 01 01 01 01 00 00 00 00 01 00 00 01 00 00 01 00 00 01 01 01 00 01 01 00 01 00 00 00 01 00 00 00 00 00 01 01 01 01 01 01 01 00 00 00 00 00 00 01 00 00 00 01 01 01 01 01 01 01 01 00 00 01 00 00 01 01 00 01 01 01 01 01 01 01 01 01 00 00 01 00 00 00 00 01 01 01 01 01 01 01 01 01 00 01 00 00 00 00 01 01 01 01 01 01 01 01 01 01 01 00 00 00 01 00 01 01 01 01 01 01 01 01 01 01 01 01 00 00 01 01 01 01 01 01 01 01 01 01 01 01 01 00 00 00 01 01 01 01 "
6 "22 22 22 21 21 21 21 21 21 21 21 21 21 21 21 21 22 22 43 21 21 21 21 21 21 21 21 21 21 21 21 21 22 22 21 21 21 21 21 21 21 21 21 21 21 21 21 21 22 43 21 21 21 21 21 21 21 21 21 21 21 21 21 21 22 43 21 21 21 21 21 21 21 21 21 21 21 21 21 21 22 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 22 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 22 21 21 43 21 21 21 21 21 21 21 21 21 21 21 21 22 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 22 43 21 21 21 21 21 21 21 21 21 21 21 21 21 21 22 43 21 21 21 21 21 21 21 21 21 21 21 21 21 21 22 43 43 21 21 21 21 21 21 21 21 21 21 21 21 21 "
7 "21 21 21 66 11 66 21 21 21 21 21 21 21 21 21 21 21 43 21 66 11 66 66 66 66 67 21 43 21 21 21 21 21 21 21 66 11 11 11 11 11 66 21 21 21 21 21 21 21 21 21 68 66 66 66 66 11 66 21 21 21 21 21 21 21 21 21 21 43 21 21 66 11 66 21 21 21 21 21 21 21 21 21 21 21 21 21 55 55 55 21 21 43 21 21 21 21 21 21 21 21 21 21 66 11 66 67 21 21 21 21 21 21 21 21 21 21 21 21 66 11 11 66 21 21 21 21 21 21 21 21 21 21 21 43 68 66 11 66 67 21 21 21 21 21 21 21 21 21 21 43 21 66 11 11 66 21 43 21 21 21 21 21 21 21 21 21 21 68 66 11 66 21 21 21 21 21 21 21 21 21 21 21 21 21 66 11 66 21 21 21 21 "
8 "21 21 21 21 49 21 21 49 21 21 49 21 21 49 21 49 21 50 21 21 49 52 21 49 54 21 21 21 52 49 21 21 21 21 21 49 21 21 21 51 21 50 21 51 49 49 21 52 21 21 21 21 21 21 21 21 49 21 21 21 21 21 21 21 21 21 52 21 21 49 21 21 53 49 21 50 21 54 21 21 21 21 49 50 21 21 21 21 49 21 53 49 21 49 50 21 21 21 21 21 49 21 52 21 21 21 21 21 49 49 49 21 21 21 54 21 21 21 49 50 21 52 21 51 21 21 49 49 21 21 21 49 21 21 21 49 21 49 21 21 21 21 21 21 21 21 21 51 49 52 21 21 21 21 21 21 49 53 21 21 21 21 21 21 21 49 21 21 21 49 21 51 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 "
9 "49 49 21 21 49 49 21 21 49 21 21 21 49 21 49 49 21 21 21 52 21 21 49 21 21 49 52 21 51 21 21 49 50 21 54 49 21 21 49 50 21 53 21 21 21 49 21 21 21 21 51 21 21 49 21 21 21 49 21 50 21 21 21 52 21 21 21 21 51 21 21 52 49 21 21 21 49 21 21 49 21 54 50 21 21 21 49 21 21 21 49 21 21 53 49 21 21 53 49 21 52 49 21 21 50 21 21 53 21 49 21 21 49 21 21 21 49 21 51 49 49 21 21 49 49 21 21 49 21 21 21 49 21 21 21 21 21 49 21 21 51 21 21 21 21 50 21 21 21 21 21 21 21 21 21 21 21 21 52 21 21 21 21 21 21 21 49 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 "
10"49 49 21 49 21 21 49 21 51 49 21 21 21 21 21 21 49 21 21 49 21 21 21 21 21 21 50 21 21 50 21 21 21 21 51 21 50 21 54 21 52 21 49 21 51 53 21 21 49 52 49 21 21 21 49 21 49 21 49 21 21 21 21 21 49 21 21 51 54 21 21 21 53 49 21 21 21 50 21 21 21 21 49 21 21 49 52 21 49 21 21 52 21 21 21 21 21 21 21 50 21 21 21 21 51 21 21 49 21 21 21 21 52 21 21 49 21 49 21 21 21 50 21 21 21 21 21 21 21 21 21 21 53 21 51 49 52 21 21 21 21 21 49 21 21 21 49 21 21 21 21 21 21 21 21 21 21 51 21 21 21 21 21 21 21 50 21 21 21 21 54 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 "
