4
12
ROW 0
12"73 73 73 73 73 73 70 70 70 70 70 70 70 73 73 73 73 73 73 73 73 73 70 70 70 70 70 70 70 73 73 73 73 73 73 73 73 73 70 70 70 70 70 70 70 73 73 73 73 73 73 73 73 70 70 70 70 70 70 70 70 70 73 73 73 73 73 73 70 70 70 70 70 70 70 70 70 70 70 73 70 70 70 70 70 70 70 70 70 70 70 70 70 70 70 73 70 70 70 70 70 70 70 70 70 70 70 70 70 70 70 73 73 73 73 73 70 70 70 70 70 70 70 70 70 70 70 73 73 73 73 73 73 70 70 70 70 70 70 70 70 70 73 73 73 73 73 73 73 73 73 73 73 63 73 73 73 73 73 73 73 73 73 73 73 73 73 73 73 63 73 73 73 73 73 73 73 73 73 73 73 73 73 73 73 63 73 73 73 73 73 73 "
ROW 3
0 "99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 22 22 22 22 22 99 99 99 99 99 99 99 99 99 99 22 26 29 29 29 25 22 99 99 99 99 99 99 99 99 99 22 29 29 29 29 29 25 22 99 99 99 99 99 99 99 99 22 29 29 29 29 29 29 25 22 99 99 99 99 99 99 99 22 29 29 29 29 29 29 29 22 99 99 99 99 99 99 99 22 28 29 29 29 29 29 27 22 99 99 99 99 99 99 99 99 22 29 29 29 29 27 22 99 99 99 99 99 99 99 99 99 22 22 98 22 22 22 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 "
1 "99 99 99 99 99 99 99 99 22 22 22 22 22 99 99 99 99 99 99 99 99 99 99 22 26 29 29 29 25 22 22 99 99 99 99 99 99 99 99 22 29 29 29 29 29 30 22 99 99 99 99 99 99 99 99 22 29 29 29 29 29 29 22 99 99 99 99 99 99 99 99 22 30 29 29 29 29 27 22 99 99 99 99 99 99 99 99 22 22 28 29 29 27 22 99 99 99 99 99 99 99 99 99 99 99 22 98 22 22 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 "
2 "99 22 22 22 22 22 22 99 99 99 99 99 99 99 99 99 99 22 30 29 29 29 25 22 22 99 99 99 99 99 99 99 99 22 29 29 29 29 29 29 22 99 99 99 99 99 99 99 99 22 29 29 29 29 29 29 22 99 99 99 99 99 99 99 99 22 28 29 29 29 30 27 22 99 99 99 99 99 99 99 99 99 22 22 98 22 22 22 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 "
3 "99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 22 22 22 22 99 99 99 99 99 99 99 99 99 99 22 22 26 29 30 25 22 99 99 99 99 99 99 99 99 22 26 29 29 29 29 29 25 22 99 99 99 99 99 99 22 26 29 29 29 29 29 29 29 25 22 99 99 99 99 99 22 29 29 29 29 29 29 29 29 29 22 99 99 99 99 99 22 29 29 29 29 29 29 29 29 29 22 99 99 99 99 99 22 28 30 29 29 29 29 29 29 27 22 99 99 99 99 99 99 22 28 29 29 29 29 30 27 22 99 99 99 99 99 99 99 99 22 22 98 22 22 22 22 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 "
4 "99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 22 22 22 22 22 22 99 99 99 99 99 99 99 99 99 99 22 30 29 29 29 25 22 22 99 99 99 99 99 99 99 22 26 29 29 29 29 29 29 25 22 99 99 99 99 99 99 22 29 29 29 29 29 29 29 29 22 99 99 99 99 99 99 22 29 29 29 29 29 29 29 29 22 99 99 99 99 99 99 22 28 30 29 29 29 29 29 29 22 99 99 99 99 99 99 99 22 22 28 29 29 29 29 30 22 99 99 99 99 99 99 99 99 99 22 22 22 22 98 22 22 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 "
5 "99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 84 84 84 84 84 99 99 99 99 99 99 99 99 99 99 84 84 58 58 58 84 84 99 99 99 99 99 99 99 99 84 84 58 58 58 58 58 84 84 99 99 99 99 99 99 99 84 58 58 58 58 58 58 58 84 99 99 99 99 99 99 99 84 58 58 58 58 58 58 58 84 99 99 99 99 99 99 99 84 58 58 58 58 58 58 58 84 99 99 99 99 99 99 99 84 84 58 58 58 58 58 84 84 99 99 99 99 99 99 99 99 84 84 58 58 58 84 84 99 99 99 99 99 99 99 99 99 99 84 84 58 84 84 99 99 99 99 99 99 99 99 99 99 99 99 84 38 84 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 "
6 "22 22 22 22 22 22 22 22 22 29 29 29 22 22 22 22 22 22 22 22 22 22 22 22 26 29 29 29 22 22 22 22 22 22 22 22 22 22 22 26 30 29 29 29 22 22 22 22 22 22 22 22 22 26 29 29 29 29 29 29 25 22 22 22 22 22 22 22 26 29 29 29 29 29 29 29 30 22 22 22 22 22 22 22 30 29 29 29 29 29 29 29 29 22 22 22 22 22 22 22 29 29 29 29 29 29 29 29 29 22 22 22 22 22 22 22 29 29 29 29 29 29 29 29 29 22 22 22 22 22 22 22 28 29 29 29 29 29 29 29 29 22 22 22 22 22 22 22 22 28 30 29 29 29 29 30 27 22 22 22 22 22 22 22 22 22 22 28 29 27 22 22 22 22 22 22 22 22 22 22 22 22 22 22 98 22 22 22 22 22 22 22 "
8 "22 22 22 22 22 22 22 22 22 63 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 63 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 63 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 63 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 63 22 22 22 22 22 22 22 22 22 22 22 22 22 22 30 29 29 25 22 22 22 22 22 22 22 22 22 22 22 22 29 29 29 29 29 25 22 22 22 22 22 22 22 22 22 22 29 29 29 29 29 29 29 29 22 22 22 22 22 22 22 22 28 29 29 29 29 29 29 29 22 22 22 22 22 22 22 22 22 28 30 29 29 29 29 29 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 "
9 "22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 26 29 30 25 22 22 29 22 22 26 29 30 25 22 22 22 30 29 29 29 22 22 29 22 22 30 29 29 29 22 22 22 29 29 29 30 22 22 29 22 22 29 29 29 30 22 22 22 29 30 29 29 25 22 29 22 26 29 30 29 29 22 22 22 29 29 29 29 29 25 29 26 29 29 29 29 29 22 22 26 29 29 29 29 29 29 29 29 29 29 29 29 29 22 29 29 29 29 30 29 29 29 29 29 29 29 29 30 29 22 29 29 30 29 29 29 29 29 29 29 29 30 29 29 29 22 29 29 29 29 29 30 29 29 29 29 29 29 29 29 30 22 22 28 29 30 29 29 29 29 29 29 29 29 30 29 27 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 "
10"73 73 73 73 73 73 73 70 70 73 73 73 73 73 73 73 73 73 73 73 73 73 70 70 70 70 73 73 73 73 73 73 73 73 73 73 73 70 70 70 70 70 70 73 73 73 73 73 73 73 73 73 73 70 70 70 70 70 70 73 73 73 73 73 73 73 73 73 73 70 70 70 70 70 70 73 73 73 73 73 73 70 70 70 70 70 70 70 70 70 70 70 70 70 70 70 73 70 70 70 70 70 70 70 70 70 70 70 70 70 70 70 73 73 73 73 73 70 70 70 70 70 70 73 73 73 73 73 73 73 73 73 73 70 70 70 70 70 70 73 73 73 73 73 73 73 73 73 73 70 70 70 70 70 70 73 73 73 73 73 73 73 73 73 73 73 70 70 70 70 73 73 73 73 73 73 73 73 73 73 73 73 73 73 73 73 73 73 73 73 73 73 "
11"73 73 73 73 73 73 73 73 73 73 73 73 73 73 73 73 73 73 73 73 73 73 70 70 70 70 73 73 73 73 73 73 73 73 73 73 73 70 70 70 70 70 70 73 73 73 73 73 73 73 73 73 73 70 70 70 70 70 70 73 73 73 73 73 73 73 73 73 73 70 70 70 70 70 70 73 73 73 73 73 70 70 70 70 70 70 70 70 70 70 70 70 70 70 70 73 70 70 70 70 70 70 70 70 70 70 70 70 70 70 70 73 73 73 73 73 73 70 70 70 70 70 70 73 73 73 73 73 73 73 73 73 73 70 70 70 70 70 70 73 73 73 73 73 73 73 73 73 73 70 70 70 70 70 70 73 73 73 73 73 73 73 73 73 73 73 70 70 70 70 73 73 73 73 73 73 73 73 73 73 73 73 73 72 73 73 73 73 73 73 73 73 "
12"49 49 49 49 49 49 49 49 49 63 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 63 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 63 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 63 49 49 49 49 49 49 49 49 62 62 62 62 62 62 62 62 62 62 62 62 62 49 49 49 62 62 62 62 62 62 62 62 62 62 62 62 62 49 49 49 62 62 62 62 62 62 62 62 62 62 62 62 62 49 49 49 62 62 62 62 62 62 62 62 62 62 62 62 62 49 49 49 62 62 62 62 62 62 62 62 62 62 62 62 62 49 49 49 62 62 62 62 62 62 62 62 62 62 62 62 62 49 49 49 62 62 62 62 62 62 62 62 62 62 62 62 62 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 "

Row 0
Row 1
Row 2
Row 3









